customer_id,name,dob,gender,phone,email,signup_date,country,customer_risk_level,avg_txn_amount
501,Dean Cook,1942-11-25,F,(238)750-3719,dodsoncarly@example.net,2021-02-02,Vanuatu,1,114.39
502,Karen Anderson,1940-06-30,F,507-283-5674,johnsonkimberly@example.org,2021-07-02,Martinique,1,420.79
503,Nancy Tran,1941-11-29,F,(562)766-8217x1955,phull@example.org,2024-01-16,Bermuda,1,37.85
504,Paul Beasley,2007-10-18,F,001-400-630-1027,edwardscarrie@example.org,2020-11-25,French Guiana,2,308.56
505,Karen Martinez,1945-04-08,M,748-637-5374,alisonadams@example.net,2021-12-02,Mauritius,1,13.92
506,Gregory Jenkins,2000-12-27,F,213-528-3483x152,dsantos@example.org,2025-02-05,Angola,1,19.42
507,Debra Chapman,1975-09-14,M,904-296-7066,jamielopez@example.com,2025-01-22,Martinique,1,20.97
508,Amanda Hines,1938-05-10,F,+1-854-693-0596x601,ucoleman@example.net,2021-04-05,Seychelles,2,8.3
509,Tyler Mcdonald,1967-03-29,F,(804)241-3845,michael49@example.org,2025-03-25,British Virgin Islands,3,399.07
510,Erica Baker,1959-02-24,F,270.370.7057x836,penny85@example.org,2023-06-05,Kazakhstan,1,99.71
511,Richard Green,2002-03-06,F,(432)929-0310,bobby30@example.net,2022-05-06,Eritrea,1,44.58
512,Ryan Atkinson,1940-11-26,F,+1-735-711-8718x133,bjones@example.com,2023-01-02,Cambodia,3,2152.99
513,Richard Rogers,1990-05-13,M,+1-357-549-0250x4290,william89@example.net,2021-01-09,Guatemala,2,62.27
514,Kevin Sandoval,1955-03-30,F,(911)939-8986x8180,joseph94@example.org,2022-08-23,Greenland,1,64.7
515,Vanessa Hall,1977-08-30,F,001-513-976-5158x8157,ihall@example.net,2022-11-19,Ecuador,1,109.76
516,Mary Jacobs,1973-11-11,F,451-316-6829x73270,jbaker@example.net,2024-04-13,Venezuela,1,136.9
517,Beth Johnson,1993-07-13,F,4218288665,jenniferwilson@example.com,2024-10-23,Nauru,4,37316.6
518,Amber Rodgers MD,1995-11-29,F,(776)947-2298x12099,lflores@example.net,2021-09-24,Saint Helena,1,57.53
519,Anne Evans,1981-03-30,M,8987898645,stephaniewilliams@example.net,2023-03-11,Turkmenistan,1,50.42
520,Donald Hobbs,1977-08-08,M,554-421-4477,sheila49@example.org,2022-08-10,Uzbekistan,1,16.07
521,Brenda Clark,2004-01-19,M,001-820-990-8830x70534,mariahphillips@example.org,2022-10-14,Saint Barthelemy,4,1014.39
522,Jeffrey Baker,1953-06-09,F,315-713-1528x547,hamiltonsarah@example.net,2021-11-01,Ghana,1,110.46
523,Mary Rich,1939-09-01,M,+1-903-629-6334x7272,jamesliu@example.net,2022-06-08,Togo,1,168.52
524,Austin Grant,1963-03-14,F,001-420-664-9693x578,nancycontreras@example.com,2022-08-21,South Africa,2,36.76
525,Kimberly Phillips,1964-08-12,Other,946-775-3612,baileyraymond@example.org,2024-02-25,Singapore,1,28.12
526,Sharon Burke,1966-10-12,F,6447836085,cmyers@example.com,2024-12-05,Iran,1,89.1
527,Debra Chandler,1981-01-25,M,+1-704-476-3928x3199,clementsandrew@example.com,2023-01-12,Bermuda,5,223.4
528,Pamela Tran,1941-07-07,M,535.583.2863x42556,johnsonandrew@example.net,2023-08-26,Bosnia and Herzegovina,1,46.91
529,John Moore,1975-11-05,Other,6333041662,jonesjennifer@example.net,2025-01-30,Israel,2,163.14
530,Ronald Jacobs,1955-06-26,F,296-639-4568,stephen14@example.net,2020-12-26,Morocco,3,65.62
531,Jeffrey Walker,1990-02-12,M,+1-947-848-8360,kathryn17@example.org,2024-10-28,Morocco,1,250.97
532,David Wood,1949-08-23,F,+1-445-821-1823x7931,kmills@example.org,2021-01-10,Bahamas,1,6775.57
533,Eric Morgan,1955-04-25,M,9599960438,susan35@example.com,2025-01-04,Russian Federation,1,39.29
534,Shannon Haney,1945-11-25,F,461-562-0281,hkane@example.org,2024-12-03,Turks and Caicos Islands,3,29.05
535,Mark Warren Jr.,1991-09-23,F,(404)616-4485x9592,leahcrane@example.com,2024-06-03,Maldives,2,150.0
536,Daniel Rivera,1953-03-27,M,(387)205-6227,jacqueline31@example.net,2022-12-14,Kuwait,1,72.54
537,Mario Wheeler,1943-11-27,M,(883)650-3446x945,chrishernandez@example.net,2023-08-19,Cuba,2,193.68
538,Justin Martinez,2005-11-26,M,001-565-499-9497,loganveronica@example.org,2023-03-13,Vanuatu,1,12.74
539,John Smith,1945-05-27,F,3285767548,ybennett@example.net,2022-01-23,Lebanon,4,63.78
540,Joseph Schmidt,1963-12-05,F,(842)768-7741,anthonydiaz@example.com,2023-11-01,Sierra Leone,1,94.46
541,Cindy Castro,1960-10-22,M,(352)703-7583x0945,wesley09@example.com,2023-10-04,Antigua and Barbuda,1,11.11
542,Jennifer Forbes,1969-04-03,M,209-707-9772x781,salazarjennifer@example.net,2023-02-26,Saint Pierre and Miquelon,2,147.21
543,Bonnie Barnes,1951-01-26,F,2707518439,rachael29@example.net,2022-04-27,Western Sahara,1,19.96
544,Teresa Powell,1943-03-09,F,638-524-1270,vthompson@example.org,2023-12-06,Georgia,3,3.79
545,Autumn Owens,1946-07-14,M,001-271-411-2125,robinsonnicholas@example.org,2023-02-22,Turkey,2,1299.75
546,Michael Bender,1960-10-27,F,001-524-606-4242x9563,gregoryphillips@example.net,2022-11-30,Kazakhstan,1,12.69
547,Henry Cox,2006-01-01,F,520.796.2893x654,christopher34@example.org,2023-01-24,Lao People's Democratic Republic,1,84.98
548,Brian Barrett,1960-03-10,F,227.495.5969x0515,valvarez@example.net,2023-01-13,United Kingdom,2,865.13
549,Hunter Martin,1960-02-26,F,001-707-997-9966x73459,oevans@example.net,2021-09-01,Botswana,2,48.71
550,Derrick Ray,1938-09-14,F,(482)749-8392,wallerkyle@example.org,2024-05-24,Spain,1,136.37
551,Christopher Smith,1954-11-21,M,324.541.2336,gailsingleton@example.com,2023-10-05,Albania,1,65.59
552,Brett Pierce,1988-06-12,M,001-737-667-3162x526,icarlson@example.org,2024-11-16,Guatemala,2,187.08
553,Tracy Johnson,1959-01-24,M,001-535-255-8099x61327,kevindavis@example.com,2024-12-20,Palau,1,22.8
554,Dustin Hughes,2000-03-26,F,3467226817,riosrichard@example.org,2022-05-06,Central African Republic,1,1094.08
555,Jonathon Parks,1936-05-24,M,766.704.6419x7857,floydtina@example.net,2023-07-13,Senegal,2,69.0
556,Angela Smith,1969-11-28,F,389.976.0740,mrichardson@example.net,2024-01-29,Heard Island and McDonald Islands,2,70.98
557,Michael Wang,1938-01-07,M,+1-642-245-6075,howardbenjamin@example.net,2022-12-17,Indonesia,1,305.99
558,Joseph Martinez,1954-07-03,M,+1-776-745-7938x9701,thomastiffany@example.net,2022-12-06,Sudan,1,1119.25
559,William Miller,1975-12-01,F,(560)224-1613x94498,ashley36@example.com,2021-09-04,San Marino,2,516.83
560,Michael Jacobs,1959-06-27,Other,+1-344-506-3062x44795,andrewnguyen@example.org,2022-05-24,New Zealand,1,954.34
561,Lisa Murray,1992-01-31,F,+1-495-986-7805x5557,sclark@example.org,2023-04-07,Peru,2,2314.7
562,Andrew Phelps,1945-07-07,F,+1-278-451-3854x4577,claudiacunningham@example.com,2024-02-18,Serbia,3,6909.03
563,Diane Manning,1966-10-05,M,(482)469-1163x3194,wpierce@example.org,2021-01-05,Italy,1,278.91
564,Jack Garcia,1978-01-24,M,288.763.6774x72264,rdouglas@example.org,2023-03-10,Hungary,1,67.87
565,Valerie Jenkins,1938-10-08,M,+1-532-499-8199x605,xcohen@example.org,2025-10-01,Samoa,1,290.77
566,Sharon Jefferson,1956-10-12,M,953.927.3524x103,gabrielawallace@example.org,2024-02-16,South Africa,1,131.27
567,Kathryn Rodriguez,1979-11-25,F,(837)310-0687,trosario@example.net,2022-04-27,British Indian Ocean Territory (Chagos Archipelago),3,21.26
568,Jessica Carey,1942-12-14,F,360-456-8761x1249,robert52@example.org,2025-05-11,South Africa,3,1350.21
569,Brent May,1944-11-24,M,273.445.4757x494,aimeejohnson@example.com,2024-12-02,Mongolia,3,1175.03
570,Elizabeth Baldwin,1976-04-16,F,674.422.2946x4303,greenjennifer@example.net,2023-11-25,Trinidad and Tobago,3,56.12
571,Luke Jackson,1981-08-30,F,+1-929-885-8567x2872,barnettcalvin@example.org,2025-03-18,Georgia,2,23.39
572,Donald Strickland,1951-02-03,F,+1-335-777-9083x3506,nelsonsuzanne@example.net,2022-07-28,Mauritania,5,1593.38
573,Amy Knight,1968-07-25,F,642.633.7209,pauljessica@example.org,2021-06-28,United Kingdom,1,84.04
574,Amy Perez,1999-10-10,M,518.305.1371x717,carmenevans@example.org,2021-12-10,Mozambique,3,214.43
575,Ashley Tanner,1961-04-30,F,001-497-704-6947,ppalmer@example.com,2024-06-21,Estonia,1,248.63
576,Donald Hoffman,1976-11-04,F,+1-871-627-0587x7221,schaeferscott@example.net,2025-05-05,Poland,1,379.22
577,Cheryl Rodriguez,1966-05-13,F,548.445.8714,eric62@example.org,2025-05-25,New Zealand,1,2812.55
578,Jose Wells,1991-07-23,F,001-843-847-4524x55574,zsmith@example.org,2022-02-25,Ireland,2,499.85
579,Brenda Bryant,1972-02-19,M,8337445056,laurenwilliamson@example.com,2023-10-28,Togo,1,63.04
580,David Nguyen,2000-02-07,Other,001-297-706-7349x9601,amanda74@example.org,2023-02-23,Latvia,2,152.86
581,Angela Rowland,1991-02-17,M,(529)749-3817,angela40@example.org,2021-12-16,Sierra Leone,1,1072.47
582,Melissa Stevenson,1983-12-24,F,001-273-425-7375x53449,mayronald@example.com,2021-05-24,South Georgia and the South Sandwich Islands,1,45.89
583,Amy Mayo,1985-08-24,F,7963085874,cunninghamterri@example.org,2021-03-23,Martinique,2,61.42
584,Sarah Miller,1998-07-28,M,+1-731-964-7725x129,zpreston@example.net,2022-02-28,French Polynesia,1,12.94
585,Jean Smith,1978-09-10,M,(424)539-5873x95923,hunter08@example.net,2020-11-13,Western Sahara,2,10.97
586,Kimberly Blevins,1979-05-21,F,333-834-2643x35027,wallacejulie@example.net,2021-02-24,Cote d'Ivoire,1,13.03
587,Jeffrey Gonzalez,1986-08-09,F,001-511-328-9812,wyang@example.net,2024-01-19,Ghana,5,140.04
588,William Marsh,1983-10-17,F,648.317.0066x6155,pbautista@example.com,2024-05-06,Denmark,3,5.31
589,Rhonda Liu,1936-12-21,M,950-223-2902x822,carlsonjason@example.net,2021-07-14,Panama,1,2212.45
590,Jason Moore,1958-04-14,M,(582)625-1207,qgarrett@example.net,2023-04-23,Gibraltar,2,39.74
591,Erin Oneal,1939-06-23,F,001-526-308-6982x2105,hmcneil@example.com,2021-01-21,Kyrgyz Republic,2,221.26
592,Kimberly Taylor,1934-11-30,M,577-442-5859x1779,zacharytrujillo@example.org,2024-05-06,Czech Republic,2,33.99
593,Michelle Campbell,1949-02-19,F,634.424.5798,robert29@example.net,2021-07-07,Vietnam,1,3083.56
594,Rebecca Welch,1961-10-01,F,(902)903-2650,jacob96@example.com,2021-02-08,Croatia,2,5120.26
595,Kimberly Wilson,1972-10-30,M,+1-685-352-4578x7158,ronald08@example.org,2024-09-02,Bhutan,1,98.71
596,Sandra Martinez,1975-01-23,M,(854)576-8182,marywalker@example.org,2022-09-30,Congo,1,1121.83
597,Penny Hart,2007-01-10,F,408.858.3825x21293,joshuahaley@example.com,2023-10-29,French Polynesia,2,908.37
598,Valerie English,1998-07-06,M,424-401-4843x99106,wcarson@example.org,2024-02-17,India,1,351.26
599,Jeanne Lee,1982-07-04,M,934-426-1923,kathleen01@example.net,2022-03-04,Georgia,1,21.15
600,Mark Ruiz,1994-06-19,F,918-897-2154x0641,nancyholt@example.com,2025-04-10,Senegal,1,77.95
601,Brian Bright,1984-02-28,M,776.860.1444,tonya10@example.org,2023-04-17,Rwanda,5,895.11
602,Jon Garza,1970-12-26,F,278-399-6986,johnstondavid@example.org,2024-12-11,Guyana,2,458.57
603,Stephanie Fisher,1988-05-28,M,001-405-277-9806x603,corey60@example.net,2025-10-01,Korea,1,827.8
604,Michael Gomez,1968-08-30,F,770-457-4238x856,vgates@example.com,2022-12-21,Nicaragua,1,57.1
605,Sara Perez,1976-06-10,M,616-959-7263,matthew75@example.org,2025-05-24,Chile,1,7.44
606,Colton Collins,2003-09-13,F,001-884-688-2691x311,jenniferpatel@example.com,2023-07-24,Burkina Faso,1,11.49
607,Tyler Olsen,1974-10-26,F,+1-991-553-7038x240,johnperez@example.net,2024-02-03,Sudan,1,3.04
608,Edward Oconnell,2000-08-03,M,868.689.3628x969,linda46@example.com,2022-08-26,Haiti,1,136.85
609,Howard Rubio,1953-02-13,F,538-992-1878x51935,audrey07@example.net,2022-10-24,Kazakhstan,3,127.33
610,Amy Forbes,1937-10-29,F,+1-378-605-7215,stacey09@example.com,2025-01-16,Jersey,1,209.61
611,Mrs. Jodi Ryan,1976-04-12,F,339-386-2895x09059,morenojessica@example.net,2021-12-13,Congo,1,146.07
612,Patricia Mayo,1959-06-26,F,8718511696,vtaylor@example.org,2022-12-06,Bhutan,1,49.8
613,Michael Koch,2002-10-28,M,924-363-3515,andrew90@example.net,2023-06-18,Bahamas,2,304.67
614,Aaron Galloway,1936-07-12,F,4565409951,nwhite@example.com,2023-12-28,Bhutan,2,20.98
615,Laura Vance,1958-12-22,M,427.309.0814x41529,jlee@example.net,2022-02-17,Uruguay,4,65.9
616,Tanya Kelley,1987-09-27,M,218.715.3523x736,rangelsamantha@example.net,2023-09-08,Russian Federation,3,48.53
617,Ann Pena,2006-08-03,F,001-498-986-8345,kellysims@example.com,2021-08-27,Jordan,1,57.14
618,Alexander Garcia,2000-09-13,F,+1-464-774-0803x149,fergusonbrandon@example.com,2024-01-09,Hungary,1,1796.73
619,Joshua Colon,1993-11-09,M,001-388-528-5031x7235,oclark@example.net,2022-06-01,American Samoa,1,120.59
620,Christine Norris,1974-05-06,F,4354263560,christyscott@example.com,2021-03-14,Pitcairn Islands,1,12.45
621,Stephanie Collins,1971-12-02,F,(406)566-4374x90607,walshdarius@example.com,2025-09-01,Bangladesh,1,157.64
622,Carol Singh,1989-01-04,M,584-449-4116x3187,harrisondaniel@example.org,2022-05-17,Argentina,4,467.59
623,Phillip Drake,1967-09-20,Other,(295)472-7908x33509,michele42@example.com,2024-02-12,Kyrgyz Republic,1,510.14
624,Amy James,1974-07-13,F,413.423.5707x13984,brian16@example.net,2022-07-10,Martinique,1,18.39
625,Carolyn Cantu,1985-03-23,Other,8213306090,kathleenjohnson@example.net,2020-12-18,Barbados,1,8.58
626,Susan Pineda,1987-05-11,M,796-573-7945x7727,justinsimon@example.com,2020-12-25,Equatorial Guinea,2,13546.68
627,Alex Trujillo,1954-05-31,M,8768836253,cmurray@example.com,2022-03-07,Zambia,1,45.56
628,George Ortega,1952-12-07,F,001-783-633-3939x5786,philipharrison@example.net,2024-02-13,Pakistan,3,92.58
629,Ross Hampton,1990-11-27,F,4339582686,bensonpaul@example.net,2024-08-30,China,1,58.02
630,Miss Patricia Davidson,1961-09-27,M,(265)373-2759,milleralan@example.org,2023-02-21,Greenland,1,132.39
631,Steven Harris,1955-04-25,F,741.459.5977,kevin82@example.org,2021-07-31,Central African Republic,1,9.7
632,Thomas Ortiz,1998-09-22,F,001-943-412-7102x676,willisvanessa@example.com,2024-05-06,Venezuela,3,225.74
633,Catherine Shannon,2001-09-29,F,+1-595-751-5122x94621,jennifer15@example.net,2024-07-25,South Georgia and the South Sandwich Islands,1,2605.49
634,Steven Butler,1957-10-29,F,(643)684-8075x203,vferrell@example.org,2025-01-09,Faroe Islands,1,14.88
635,Faith Johnson,1936-04-08,F,001-790-846-3766x0465,izimmerman@example.com,2024-09-17,Saint Helena,3,76.24
636,Katherine Adams,1996-01-17,M,+1-515-381-0213x12512,smithalexander@example.com,2023-01-15,Trinidad and Tobago,1,89.72
637,Mark Savage,1997-07-11,F,+1-851-591-0231x2110,brendanmiller@example.com,2021-05-31,Niue,1,850.25
638,Robert Erickson,2002-03-24,F,+1-527-649-0728x012,nataliejohnston@example.org,2025-04-26,Reunion,1,24.28
639,Angela Lopez,1978-07-24,M,001-532-269-4968x43645,juan21@example.org,2021-11-14,Bahrain,3,129.31
640,Nicholas Harvey,1993-05-09,F,670-715-9591,zhoward@example.com,2025-01-06,Heard Island and McDonald Islands,5,1618.57
641,John Gardner,1960-09-18,F,892.905.6775,jhayes@example.net,2025-01-24,Sao Tome and Principe,1,89.36
642,Alexander Taylor,1977-12-03,F,(826)950-6229x2310,josephgonzalez@example.com,2024-02-04,India,1,25.78
643,Tyler Dunn,1965-10-23,M,779.376.6270,bentonjanice@example.net,2022-02-28,French Guiana,1,677.19
644,Tony Lara,1991-06-25,Other,604.725.4969x1928,lindsay25@example.net,2022-01-07,Lebanon,2,402.1
645,Jacob Sanchez,1979-03-19,F,001-535-574-8595x325,tracyharrison@example.org,2021-05-09,Germany,1,3.43
646,Janet Hernandez,1978-08-05,F,587-679-4176,michaelstrickland@example.com,2025-02-28,Egypt,1,144.72
647,Erin Summers,2000-06-28,F,+1-524-357-5983,jessica38@example.net,2022-09-18,Finland,2,649.1
648,Jenny Cardenas,1936-04-20,F,843-424-0061x5727,gblake@example.com,2022-12-05,Korea,1,70.23
649,Lawrence Mitchell,1952-04-23,F,701-805-8752x56806,markhuff@example.org,2023-03-01,Norway,2,736.28
650,Peter Williams,2004-06-17,Other,4275112218,fischerteresa@example.com,2023-03-22,Belgium,1,45.48
651,Benjamin Morales,1943-04-11,F,266.228.1372x14330,timothywilliams@example.org,2024-04-29,Zambia,1,36.54
652,Brenda Flores,1987-07-23,M,001-560-584-7068x10390,ssmith@example.org,2022-02-11,Mozambique,2,61.3
653,Sandra Sanders,1955-07-16,F,+1-409-544-8586,matthew54@example.com,2023-12-12,British Indian Ocean Territory (Chagos Archipelago),1,25.78
654,Jeremy Faulkner,2004-06-21,F,001-663-721-0613x39439,obrown@example.org,2023-03-30,Montenegro,3,365.54
655,Alexander Smith,1959-06-10,F,537-365-7692x77894,wilkersonmelissa@example.net,2022-12-17,Australia,4,648.7
656,Tara Turner,1986-09-23,M,001-292-610-5336x5146,roachkevin@example.com,2020-11-28,Korea,2,145.87
657,Mark Farley,1938-12-13,M,920.311.3798x4409,jasonsanders@example.com,2022-07-22,Antarctica (the territory South of 60 deg S),3,28.11
658,Ronald Gutierrez DVM,1940-10-22,F,+1-814-947-3404x33700,jennifernewton@example.com,2021-02-17,Haiti,1,62.49
659,Joy Kennedy,1957-02-14,F,(958)782-5562x965,dylan78@example.com,2021-07-26,Guyana,2,35.95
660,David Taylor,1983-08-19,F,+1-477-582-0582x9582,amiller@example.org,2024-06-27,Macao,3,753.62
661,Brian Smith,1957-03-26,F,001-735-871-5586x8639,perezdawn@example.org,2025-06-11,Syrian Arab Republic,2,90.59
662,Stephanie Costa,1949-06-27,M,221.643.6438x1300,clarkmaria@example.net,2022-06-02,Barbados,1,2.73
663,Trevor Henderson,1983-06-23,M,+1-260-994-5653x46997,portermichael@example.com,2021-05-21,Reunion,1,39.93
664,Janet Ryan,1948-02-26,F,(399)557-0607x17481,gibsonkaitlyn@example.org,2024-11-04,Netherlands,2,986.62
665,Eric Waters,1996-03-23,M,996.310.2908,steventerry@example.com,2024-10-22,Spain,1,35.3
666,Amber Richards,2005-02-22,F,527.942.0495x6121,ywright@example.net,2025-05-16,Sri Lanka,1,46.93
667,Amanda White,1981-02-05,F,+1-997-737-1122x29907,hsmith@example.net,2022-04-26,Heard Island and McDonald Islands,2,9.67
668,John Ramirez,1992-04-14,Other,411-345-7683,martinashley@example.net,2025-06-09,Congo,1,988.74
669,Kimberly Grant,1999-11-09,M,429-661-8033,juliemyers@example.com,2024-08-10,Bahamas,2,314.74
670,Ashley Wade,2007-01-08,M,9429537337,coryhughes@example.net,2025-02-26,Niue,2,36.98
671,Andrea Estrada,2004-03-17,F,(717)581-9236,richard60@example.com,2025-06-03,Slovakia (Slovak Republic),1,47.68
672,Michael Galvan,1988-01-01,F,693.927.9862x398,reynoldsanthony@example.org,2024-03-04,Monaco,1,262.67
673,Paula Mejia,1940-04-02,M,(946)847-5489x547,taylordavis@example.com,2021-07-15,Guam,2,4.48
674,Lynn King,1971-04-27,M,549-783-5539x354,mramirez@example.com,2025-05-07,Paraguay,1,126.09
675,Stephanie Taylor,1974-12-20,F,458.385.3798,danielle39@example.net,2022-06-02,Switzerland,2,601.02
676,Matthew Crawford,1968-03-31,F,(874)897-8524x9141,joneslisa@example.com,2023-09-08,Vanuatu,1,341.95
677,William Silva,1972-07-12,M,396.434.0679x17665,davidwolf@example.org,2025-01-10,Armenia,2,26.73
678,Joshua Adams,1947-11-13,F,001-563-509-0015x9446,christineduncan@example.com,2021-05-31,Vanuatu,1,131.86
679,David Johnson,1977-12-03,M,001-332-363-8902x19947,meganwalker@example.com,2025-07-07,New Zealand,1,159.35
680,Tabitha Ramirez,1935-04-01,M,346.399.6733,cmarquez@example.org,2022-03-23,Saint Vincent and the Grenadines,1,88.97
681,Nicole Johnson,1971-10-19,F,876.985.5078,nathanwarner@example.net,2024-02-01,Taiwan,2,105.32
682,Jared Robinson,1982-11-23,F,(243)843-6970x9317,michael07@example.com,2024-01-11,Saint Kitts and Nevis,1,217.44
683,Ann Scott,1965-12-03,M,254-872-2398x983,brandon31@example.net,2024-08-08,United States Virgin Islands,2,814.57
684,Michael Williams,1945-08-08,M,347.524.2642x36428,oliverashley@example.net,2022-03-02,Christmas Island,3,95.19
685,Teresa Jacobson,1966-12-20,M,3399111428,jennifer28@example.org,2023-04-08,Ecuador,2,29.61
686,Christopher Nelson,1937-08-20,M,680.962.2072x23959,spencermckinney@example.net,2020-11-21,Egypt,1,118.44
687,Nicole Jones,1986-03-08,M,(804)978-7688,kristin96@example.com,2022-03-12,Malta,1,5.19
688,Scott Martinez,1939-10-10,M,819.654.1966,andrew73@example.org,2024-04-13,Cuba,2,665.87
689,Nicole Cole,1953-11-06,F,+1-746-532-0374x7677,danderson@example.org,2024-07-09,Yemen,3,552.9
690,Tammy Phillips,1942-01-17,M,(976)361-9458x870,mark48@example.org,2022-01-20,Algeria,3,1316.16
691,Michael Nelson,1938-03-06,M,738.250.7659x75954,stephensonkatherine@example.com,2021-09-04,Serbia,1,386.76
692,Richard Chandler,2003-09-04,Other,326-857-4223,preston00@example.com,2025-03-09,American Samoa,1,30.24
693,Keith Butler,1955-06-16,F,(489)943-0120x47137,millersteve@example.com,2021-12-12,Nicaragua,3,65.01
694,Tina Scott,1979-10-24,M,+1-658-729-8493x3067,victor60@example.net,2023-12-25,French Southern Territories,1,106.87
695,Charles Walker,1964-08-13,F,872.718.8566,christopher29@example.com,2023-01-03,Yemen,1,162.98
696,Tammy Brown,1990-01-23,F,(526)870-5514x37769,satkinson@example.org,2021-05-19,New Zealand,3,819.49
697,Kyle Watkins,1946-02-04,M,411-202-8671,ruizantonio@example.com,2022-03-21,Tajikistan,1,3.56
698,Tamara Graves,1946-09-23,F,2245510910,pennyholloway@example.com,2023-12-08,Botswana,2,44.63
699,Lisa Fox,1973-07-12,F,(517)694-2817,longmatthew@example.org,2023-02-02,Puerto Rico,3,12138.41
700,Heather Hicks,1974-10-13,F,+1-266-334-5337x2201,danielcole@example.org,2024-11-01,Saint Kitts and Nevis,1,12.87
701,Gary Flores,1967-05-19,M,001-476-861-8943x705,michaelwilliams@example.com,2021-06-10,Iceland,1,16.89
702,Julie Levy,1978-11-09,F,925.765.9202x461,bobbytaylor@example.net,2022-05-27,Netherlands,1,105.71
703,Susan Le,1991-09-09,F,9055595501,dylanbecker@example.net,2025-01-11,Samoa,4,6071.04
704,James Rice,1961-08-01,M,(307)998-4870x45069,mhickman@example.net,2025-02-09,Djibouti,2,488.56
705,Courtney Baker,1940-02-01,M,594.964.0830,randyjordan@example.org,2023-07-01,Spain,1,44.5
706,Stephanie Case,1937-01-15,M,749.407.9388x41368,alexisjordan@example.com,2023-02-22,Oman,1,1.71
707,Alicia Anderson,1969-12-15,M,(344)662-6325,whitney81@example.org,2022-11-27,Cape Verde,4,265.37
708,April Allen,1971-07-28,M,(317)951-8878,kristen51@example.com,2021-11-06,Christmas Island,2,3.51
709,Kimberly Wright,1937-04-19,M,+1-211-722-5288x375,bsparks@example.org,2024-02-12,Sri Lanka,1,68.56
710,Jennifer Jackson,2000-08-11,M,001-591-237-8765x53007,andre55@example.com,2025-03-05,San Marino,1,101.27
711,Shannon Miller,1947-11-18,F,+1-288-719-2778x851,larryshort@example.com,2020-11-17,Argentina,1,737.2
712,Eric Maynard,1953-06-14,M,001-646-624-5618x517,sjohnson@example.com,2021-09-21,Colombia,1,34.51
713,Tara Morrison,1948-06-11,F,(511)245-5129x391,larry88@example.org,2021-08-10,Sudan,4,94.77
714,Sheila Payne,1975-04-25,M,460-346-1540,rushbrianna@example.org,2025-06-26,Uganda,1,69.91
715,Robert Sullivan,1949-05-13,F,929-583-1522x910,garybernard@example.net,2024-11-14,Malawi,1,96.64
716,Abigail Mills MD,1960-05-05,M,883.806.3963x8452,joseph91@example.net,2022-11-05,Italy,5,4580.54
717,Kathleen Levine,1990-01-04,M,001-434-229-2913,whitneymcgee@example.net,2022-12-26,Barbados,1,7.9
718,Daniel Chung,1935-03-15,F,+1-731-806-1537x2215,rkeller@example.com,2024-03-04,Kenya,3,8.2
719,Brianna Price,1960-05-27,F,+1-937-674-6040x67200,robertkeith@example.org,2022-07-13,Finland,2,864.96
720,Randy Kennedy,2006-11-23,M,997-854-3734,ethan37@example.org,2023-03-11,Andorra,3,92.49
721,Janice Downs,2004-03-09,F,+1-321-345-8414x8460,rachelking@example.org,2022-10-23,Saudi Arabia,2,206.96
722,Laura Middleton,1959-09-19,M,+1-578-402-0586x9507,oconnorjennifer@example.com,2025-07-18,El Salvador,1,32.22
723,Lori Santiago,1983-05-22,M,767-993-3505,amandasnyder@example.com,2023-02-16,Monaco,1,19.48
724,Ashley Huang,1966-04-19,M,(703)376-8118x72333,scottsamantha@example.com,2020-12-15,British Indian Ocean Territory (Chagos Archipelago),2,90.05
725,Stacy Orozco,1947-07-17,F,239-911-4983x07482,lauraclay@example.org,2023-03-15,Benin,1,256.77
726,Tammy Ramirez,1992-12-11,M,001-455-478-2019x043,joanoconnor@example.org,2025-02-05,Sweden,2,116.24
727,Edward Brown,1995-12-28,F,492.301.3546,thomassmith@example.com,2022-08-05,Antigua and Barbuda,1,146.35
728,Ryan Fisher,1946-05-12,M,001-723-912-6163x24888,mariawheeler@example.net,2025-05-08,Montenegro,2,641.43
729,Jessica Carr,1995-05-23,M,354-393-0364x687,rachelhall@example.net,2022-08-25,Martinique,3,279.69
730,Jennifer Banks,1953-03-21,M,3825832308,morganamanda@example.com,2021-10-11,Eritrea,1,25.36
731,Samantha Williams,2001-07-29,M,823.318.2971,steven45@example.org,2023-08-22,Antigua and Barbuda,1,13883.15
732,Patricia Vazquez,1938-12-12,F,952-791-1371,cobbkaitlyn@example.net,2020-11-29,Anguilla,1,40.88
733,Emily Chambers PhD,2003-05-31,F,+1-944-342-1829x9874,gregoryhines@example.net,2022-02-02,Nigeria,1,483.47
734,John Hunter,1998-06-02,M,7093004365,jennifer48@example.org,2021-03-05,Iraq,2,1697.69
735,Cynthia Hernandez,1971-06-26,F,235.850.5429x60807,johnguzman@example.net,2024-01-11,Moldova,2,27.86
736,Rachel Smith,2006-05-19,F,(321)204-0164,connie42@example.net,2024-09-23,Yemen,1,13.31
737,Dr. Jose Gray DDS,2006-09-20,F,+1-616-843-2126x9428,eric36@example.net,2024-11-04,Bulgaria,3,8.8
738,Sarah Jordan,1948-12-25,F,441-870-6462x5540,jenniferwood@example.net,2023-12-13,Pitcairn Islands,1,27.89
